label,text
否定/拒绝,不确定诶
额度太少,额！度太少了
肯定,是是是是本人你说
肯定,就是我本人怎么了
否定/拒绝,不不不我不用
没通过怎么办,但是那个额度一下子不马上得回去了是又是不通过了？
否定/拒绝,不办理这个
号码是哪来的,我的手机号码
肯定,是啊就是我
质疑机器人,机器人吗
电话号码,联系方式是多
肯定,诶对对对对对
打错了,我不是装修的你打错了
肯定,好 可以
咨询利息/费用,有几三分利
在忙/在开会/在开车,现在开车没时间弄
恢复词,你讲你讲我这里有点吵你您说
打错了,不是你打错了
征信不好,征信不好的我
不专业,感觉你很不专业啊
号码是哪来的,你从什么地方找的我的号码
肯定,是我干什么
骗子/骗人,该如何相信你
投诉,严重投诉
运营商提示音,好的稍后我会转达给他的。请问您这边还有其他的事情吗
质疑机器人,电脑语音吧
运营商提示音,哎你好有什么事具体跟我说下我帮您转达
打错了,我新买的号我不认识
恢复词,咋的？
咨询额度-通用,单比最多可以借多少
利息高,贷款利息那么贵
加下微信/发信息/发个短信/发资料,微信息信息号多少公司的微信息信息是什么
投诉,再打报警了
号码是哪来的,怎么有我信息息
申请条件,需要什么资质
加下微信/发信息/发个短信/发资料,网址址多少我先看
肯定,哎是的你好什么事
恢复词,那你跟我说一下
肯定,你好我就是
肯定,啊请讲有什么事。
咨询额度-通用,额度最多有多少
号码是哪来的,有的手机号码
没通过怎么办,这几天；都不？通过了
调戏AI,出来吃饭
电话号码,客服热线现在是什么号
在忙/在开会/在开车,现在很忙挂了
恢复词,你好你好你好你好你好你好你好你好你好
否定/拒绝,应该有吧不确定
在忙/在开会/在开车,哎我是知道的那我们星期一星期一在打电话给我吧我现在不在厂里看见。
肯定,嗯可以的。
调戏AI,我能看看你长什么样吗
肯定,啊啊是的
不舒服,得支气管炎了吧
加下微信/发信息/发个短信/发资料,信息息
打过了/不要打电话,怎么这么多电话
在忙/在开会/在开车,我在开车之后再说
加下微信/发信息/发个短信/发资料,发资料料给我吧
质疑机器人,智能
没通过怎么办,借出来不
肯定,嗯可以好
人工服务,吧给我转人工你
否定/拒绝,嗯不要
否定/拒绝,没有必要
肯定,我就是换流量
质疑机器人,你真的是智能的吗
犹豫中/考虑下,好好考虑考虑
打款渠道,直接入账我银行卡吗
否定/拒绝,呃我现在暂时不需要了谢谢啊
肯定,我昨天就听到了前天也听到了今天接着听
打错了,不在转打错了
否定/拒绝,差不多不是很满意
咨询提前还款,怎么提前款
人工服务,我动静想到转人工
无法登陆APP,不能登陆是怎么回事
咨询提前还款,借款怎么提前还款
肯定,啊好知道谢谢
运营商提示音,记下了那你这边有其他事需要我帮予以转达吗
操作繁琐,咋个app操作这么麻烦哦
否定/拒绝,哦现在不用了
打错了,我说我不是打错了
犹豫中/考虑下,我说了我要确定一下我还不太清楚
咨询操作,操作：方。法
打过了/不要打电话,天天
肯定,恩我就是XXX
在忙/在开会/在开车,我现在在开会晚点打电话再说
打过了/不要打电话,我还钱了不要打我电
肯定,哦好谢谢
打错了,你们打错电话
打错了,你谁啊
打过了/不要打电话,打好多次
额度太少,4万也太少了
号码是哪来的,如何得到我的信息息
打过了/不要打电话,干嘛一直给我打电
没印象,确实没得什么印象了
恢复词,先说说
肯定,啊是的你好
电话号码,怎么联系你们呢
嗯啊哦额/模糊回答,哦 呃
否定/拒绝,不我不会考虑的
没通过怎么办,过不了
咨询操作,在哪哪儿看贷款的钱
咨询操作,欠款怎么给我
额度太少,4：万块钱就算了：吧
加下微信/发信息/发个短信/发资料,公司资料料发我
咨询利息/费用,费用是咋算七费八费的
肯定,对对对听到吗
投诉,投诉人工
咨询利息/费用,说说息费
利息高,贷款利息最高几个点
重复,你来说什么事
什么平台,我应该怎么称呼你
什么平台,你你们是干什么
没通过怎么办,但是那个额度一下子又马上得回去了是不是不通过了？
肯定,我就是张先生啊
否定/拒绝,不买理财
没印象,没什么印象
额度太少,高额度低
申请条件,我70提交岁能申请吗
怎么提额,跟我讲一下提额时间
打错了,你打错电话了吧
骗子/骗人,套路
运营商提示音,哎你好有什么事可以告诉我我帮你转达
什么平台,你们有什么事你谁呀
否定/拒绝,没什么需求
重复,没；听懂
质疑机器人,是不是录音
电话号码,我怎么找你们
调戏AI,多大能办
肯定,嗯确定
咨询提前还款,预约成功提前还款什么意思
加下微信/发信息/发个短信/发资料,发条信息息给
在忙/在开会/在开车,我在开车不方便接电话
快说重点,快一点说
号码是哪来的,你们怎么了解到
电话号码,客服的电话号
肯定,哦好
加下微信/发信息/发个短信/发资料,发短信信息给这个号码
额度循环,额度循环贷
质疑机器人,你是程序设置的
打过了/不要打电话,不要再给我
咨询利息/费用,费用保险费怎么算
打款渠道,怎么把钱给我
号码是哪来的,我号码码你哪里弄来
质疑数据安全,数据保密
咨询操作,我的这个怎么操作啊
咨询额度-通用,你不是说额度才一千多吧我还点
否定/拒绝,没有买你们这个
额度太少,4万我钱块不如找借呗
否定/拒绝,呃不用
嗯啊哦额/模糊回答,哦你喂
工号,那你工号可以跟我说一下吗
犹豫中/考虑下,好的考虑一下下吧
咨询额度-通用,XX贷款金额是多少啊
人工服务,你是不是语音
打错了,不要打电话给我了
恢复词,还不错
没通过怎么办,干嘛评分不通过
咨询利息/费用,会员费多不多
咨询提前还款,贷款可以提前还款的嘛
咨询提前还款,可以提前还款不
号码是哪来的,怎么会弄到我号码码
号码是哪来的,怎么回有我电话
人工服务,下我转给人工
运营商提示音,你说的我都记下来了稍后我会告诉他的您也可以以后再打电话过来。祝您虎虎生威万事如意
咨询额度-通用,那个再给我一个额度嘛你们客服上次说让我再借一笔
人工服务,一下转人工
肯定,额知道知道
骗子/骗人,欺骗我怎么办
申请条件,都需要些什么符啊
咨询提前还款,能提前还吗
投诉,哈子
否定/拒绝,哦不要不用谢谢
在忙/在开会/在开车,我现在没空等下说
恢复词,干嘛你讲
犹豫中/考虑下,嗯我不是很确定
号码是哪来的,哪里来的我的信息
打错了,那他本人您打错了
额度用途,额度干嘛用的
咨询提前还款,我想还完借款
肯定,啊是你好
无法登陆APP,登陆老是失败是哪里有问题
在忙/在开会/在开车,这会这会比较忙啊
没通过怎么办,；怎么提现不通过
肯定,对。
否定/拒绝,不想加
额度太少,额度还要太低了你要都有个几万块钱的话怎么还是用了
号码是哪来的,你怎么知道道我的联系方式
否定/拒绝,不行我不会
肯定,恩恩是我
没通过怎么办,为什么借款不通过 ：它显示说。手太；慢了。  明日再；来？
打过了/不要打电话,别打了我不会接了
在忙/在开会/在开车,有空联系
什么平台,你是哪个单位的
额度太少,4万还是算了吧
额度太少,恩额度？太低了没用
肯定,是了是
肯定,好我知道了谢谢啊
咨询操作,怎么申
肯定,是嗯
不舒服,我现在很不舒服
重复,什么事情
投诉,投诉处理
没通过怎么办,什么样的是审批不：通过
没通过怎么办,为什么临时不通过
没通过怎么办,我芝麻分在600为什么还是不通过
额度循环,额度如何循环
否定/拒绝,啊不需要不需要
肯定,嗯没问题
咨询额度-通用,10万会借不
额度太少,4万也根本太少了
肯定,嗯对的我是
运营商提示音,好的我都记下来了稍后我会告诉他的你也可以一会儿再打电话过来祝您虎虎生威万事如意拜拜
额度太少,额度小：着呢额度是的不用
加下微信/发信息/发个短信/发资料,发给我个网址
否定/拒绝,不太清楚
肯定,恩好的好的好的谢谢你啊
打过了/不要打电话,不要给我打这种电话
咨询利息/费用,；如何算！利息
否定/拒绝,那个不需要了
申请条件,需？要具备什么条件
打过了/不要打电话,你以后不要给我打这种电话
运营商提示音,什么事可以告诉我我帮您转达
肯定,行行好了
咨询利息/费用,利息到底多少
咨询提前还款,借款过后提前还款可不可以阿
骗子/骗人,不知道你们公司
咨询利息/费用,的费用有多少
咨询操作,要怎么弄
有印象,我还记得有印象啊
什么平台,你贵姓
恢复词,没问题你继续
不舒服,走路摔了一跤
没通过怎么办,我昨天就申请了又没来说通过也没来说不通过？
咨询利息/费用,的咋算费用
否定/拒绝,没有了谢谢啊
加下微信/发信息/发个短信/发资料,发份资料
在忙/在开会/在开车,知道了知道了我在开会就这样
重复,没听清楚
额度太少,啊到时候再看吧五百块的：额度太低了
咨询利息/费用,怎么样是利息
肯定,对咋的了
号码是哪来的,有的电话
咨询利息/费用,；几厘的利息
骗子/骗人,可信度
咨询操作,怎么预约啊
否定/拒绝,啊现在不要了好谢谢
肯定,好的好的好的嗯。
号码是哪来的,拿到我信息
咨询额度-通用,单笔借款金额有多少
什么平台,应该怎么叫你
没通过怎么办,申请不通过
否定/拒绝,失望透顶
投诉,你们再打我就要报警了
肯定,嗯对我是
打过了/不要打电话,你们不要在打了
肯定,可以啊刚才不是说完了吗可以
肯定,好的我知道了
骗子/骗人,可以退换
额度太少,？你；那个两千五的额度太低了
否定/拒绝,就是干这个的
咨询额度-通用,喂你们这里的额度才开机了
投诉,你去起诉我吧反正我就是没有钱来我家里拿钱吧
人工服务,转人：工：吗
否定/拒绝,没有闲钱买这些东西
肯定,哦我知道
申请条件,要需要什么资质
怎么提额,可以不可提额
标记号码,标记的号码
号码是哪来的,我的号码码哪里弄来
肯定,能听到请讲
运营商提示音,嗯嗯你说你给我打电话是什么意思啊
肯定,呃有啊怎么了
否定/拒绝,哦没有了好吧
调戏AI,你多大啦
嗯啊哦额/模糊回答,喂女士
号码是哪来的,如何知道道我号码
加下微信/发信息/发个短信/发资料,公司官网址
恢复词,哎你好啊。
肯定,可以
号码是哪来的,这个号码码怎么获得
投诉,要投诉电话号码
调戏AI,00后
肯定,嗯好的好的知道了
什么平台,你那是啥地方啊
额度太少,哦最低一千八百是块到二十万是吧
额度太少,钱太了少
否定/拒绝,没这方面打算
肯定,我就是我今天还钱
打过了/不要打电话,打很多次
否定/拒绝,没有看错了
肯定,就是本人
有信用问题/逾期记录能借款吗,欠了那么多钱让我征信很差影响贷款吗
否定/拒绝,不对
什么平台,你找我干嘛？你谁呀
没通过怎么办,审核不通过是什么原因？
号码是哪来的,你是怎么知道道我的手机号码码
犹豫中/考虑下,让我再想一下
肯定,知情
恢复词,嗯你说你说他现在不在出去有点事情。
打错了,我不知道是哪个
号码是哪来的,我的信息息你哪里来
肯定,哦是本人怎么了
加下微信/发信息/发个短信/发资料,那你发我短信信息吧
投诉,你们那个投诉热线
肯定,对
肯定,就是 是是是 是 喂
咨询利息/费用,我不可说可以减免一些利息
骗子/骗人,是真的嘛
额度用途,这个额度可以体现吗
号码是哪来的,怎么有我手
咨询利息/费用,费用高吗
有印象,我知道有点印象
肯定,好
咨询利息/费用,费用是不！是？很高
打过了/不要打电话,天天给我打电话你们很闲
咨询利息/费用,费用多吗
犹豫中/考虑下,嗯我不确定
咨询利息/费用,1万一！个月、利息多？少
肯定,对呀我就是
嗯啊哦额/模糊回答,嗯嗯喂
号码是哪来的,拿到我的信息
肯定,啊对 对你说
在忙/在开会/在开车,我在开会待会儿再打来
咨询利息/费用,哎你好。我想问一下这个你们这个产品利息是呃多少呢
咨询利息/费用,费用如何计算
否定/拒绝,不得行今天
否定/拒绝,我不晓得
质疑数据安全,请问下你们这靠不靠谱啊
额度太少,收到过但是额度这么低没使用
骗子/骗人,不相信
恢复词,你说你说
没通过怎么办,？借钱！失败
骗子/骗人,我不想暴露我的信息
咨询额度-通用,我要借款能借多少
打过了/不要打电话,不要再打了真的很烦啊
打错了,打出来
咨询提前还款,借款不可以提前还款的？
打错了,不是打错电话了
肯定,是我在使用一直在用
咨询额度-通用,我想知道xx贷款的最高额度
肯定,朋友哎就我就是
没通过怎么办,怎么。老是审！核不通过
质疑机器人,不是真人
加下微信/发信息/发个短信/发资料,那你发个短信信息我看
人工服务,呗转人工吗
咨询提前还款,我要是这款能提前还吗
咨询利息/费用,哦那你们那利息！是多少啊？
否定/拒绝,没有你搞错了吧
肯定,行
恢复词,介绍
调戏AI,请问我可以见见你吗
重复,说你什么
否定/拒绝,没计划
否定/拒绝,收到过但是暂时不需要了
运营商提示音,您拨的用户暂时无法接听您的电话。
否定/拒绝,呃现在暂时不需要
打错了,不是打错了啊
肯定,对我是干什么
咨询额度-通用,最高借款金额是多少
否定/拒绝,不可以不可以不行不行要等
嗯啊哦额/模糊回答,哇
额度用途,这个钱可以用来买房吗
号码是哪来的,你怎么有的手机号码
咨询额度-通用,六百万
肯定,嗯嗯是我
肯定,那么好
犹豫中/考虑下,我到时候再想想吧
咨询利息/费用,己产生了多少利息了
额度太少,额度；太？小了；没用得
电话号码,客服号码是多
咨询利息/费用,一下说利息
犹豫中/考虑下,让想一下
恢复词,接着介绍
肯定,知情知情知情我知道
打过了/不要打电话,昨天已经打过了
会不会放款失败,确认借款后是否一定到账
没通过怎么办,申请为什么不通过
肯定,嗯对啊有什么事
肯定,行好谢谢啊
不舒服,肠胃不好
在忙/在开会/在开车,现在忙等下说
肯定,啊对有事
投诉,你好 投诉电话是多少
运营商提示音,尽快通知用户听取留言。
肯定,呃好
咨询利息/费用,货款的利息
打过了/不要打电话,已经给我打了
电话号码,给下你们的电话么
肯定,好的好的可以
工号,工号呢
咨询提前还款,请问怎样可以提前还款
肯定,好恩
肯定,是说什么事
咨询额度-通用,最低借多少
咨询利息/费用,：利！息怎么算的
什么平台,哎哪里干嘛？
咨询操作,咋弄啦
肯定,嗯在
质疑机器人,你是真人
嗯啊哦额/模糊回答,哎。
运营商提示音,服务热线关注艾米舒微信公众号查询历史的话信息。
嗯啊哦额/模糊回答,挨
肯定,我看看
肯定,的嗯是的。
肯定,嗯行好谢谢
否定/拒绝,好的不用
咨询利息/费用,利息多少钱
肯定,哦行那我等一下申请看看
号码是哪来的,为什么知道道我电话话
什么平台,你怎么称呼
肯定,啊可以
号码是哪来的,怎么有
肯定,对呀做什么
咨询提前还款,借款分期后可以提前还款吗
投诉,投诉
咨询操作,不会设置呢
肯定,啊好的我
调戏AI,多岁
加下微信/发信息/发个短信/发资料,你可以先发一份资料料给我看一下吗
号码是哪来的,你怎么有的电话
号码是哪来的,哪里知道道的我的信息
犹豫中/考虑下,让我再考虑考虑
咨询利息/费用,的费用有会员费多少
肯定,是 是 是的 好的好的
肯定,好好好我知道
肯定,有兴趣
咨询放款速度,拿钱这么快
没通过怎么办,但是：那个额度一下子又马上得回去了是不是：不通过了。？
人工服务,转接语音客服
肯定,听得到呀。
加下微信/发信息/发个短信/发资料,网址站
投诉,警察
额度太少,额度太低了我不想用谢谢啊再见
否定/拒绝,我不知道不知道
没通过怎么办,为什么借款不通过它显示说手太慢了明日再说来？
肯定,好的好的好我知道了我知道。
加下微信/发信息/发个短信/发资料,你发个微信息信息给我
骗子/骗人,是正规公司吗
号码是哪来的,哪个网站看到我的信息息
打过了/不要打电话,为什么老给我电话
额度循环,怎么使用呢
质疑机器人,是人
运营商提示音,记下了那你这边有其他事需要我帮你转达吗
运营商提示音,您好您拨打的用户暂时无法接听您的电话直接挂机将以短信通知您所拨打的用户谢谢请挂机。
肯定,可以听到
肯定,嗯对呀。
没通过怎么办,我都具备申请的条件了 为何不通过
肯定,对我就是你说嘛
额度太少,那个额度？太低了不：想用那。个
不专业,不专业；
有信用问题/逾期记录能借款吗,有逾期记录能借款不
在忙/在开会/在开车,我现在很忙
否定/拒绝,找其他人
骗子/骗人,上过当
恢复词,请讲
额度太少,啊不好意思你；的额度太小了我。不想用
犹豫中/考虑下,我考虑考虑定
否定/拒绝,啊我不需要
打过了/不要打电话,别打了今天都打了两次
重复,喊的啥你
肯定,是我
期数,可以分多少期呀
没通过怎么办,审核通过不是什么原因？
投诉,你再打我就投诉你
肯定,呃就是这个
否定/拒绝,怎么这么多人
在忙/在开会/在开车,哦我现在在忙晚一会儿好吧
人工服务,给我：转下人工
没通过怎么办,不贷了
恢复词,恩你好
没通过怎么办,怎么为何处理中不通过
人工服务,给我让转人工
咨询放款速度,多久下款
否定/拒绝,我不需要了谢谢
肯定,是的对对对
肯定,有啊还有啊
肯定,好的嗯
质疑机器人,你应该是机器人
否定/拒绝,好的不用了
调戏AI,您多大岁数
咨询提前还款,我的贷款可以提前还清吗
咨询操作,呃怎么样预约啊
否定/拒绝,本来就没想过要还
肯定,是喂
否定/拒绝,走开
肯定,啊对的你说
快说重点,说的快一点吧
肯定,好滴
运营商提示音,好的那我一会就告诉他还需要补充什么吗？
否定/拒绝,不好的
肯定,知道嗯。
肯定,没错找我有什么事情吗
肯定,我说收到过信息了
肯定,哎对对对对
咨询利息/费用,来说一下利息
没通过怎么办,没有说审核不通过
肯定,嗯谢谢好好
否定/拒绝,跟我有什么关系
重复,事什么？
咨询提前还款,我要全款全额还款要怎么还
加下微信/发信息/发个短信/发资料,资料料发
什么平台,你们是什么公司
咨询额度-通用,60万左右吧
加下微信/发信息/发个短信/发资料,发短信信息给
快说重点,就直接说
运营商提示音,您好您好有什么事可以跟我说我会帮您转达他的
否定/拒绝,展时没有！谢谢
没通过怎么办,这几天都也不通过了
恢复词,嗯讲一下
咨询额度-通用,有十万块钱吗
电话号码,呃是的等你电话怎么是重庆
肯定,没问题可以
没通过怎么办,什么样的是过关审批不通过
咨询提前还款,请问分期能提前还款吗
质疑机器人,电脑设置的吧
额度循环,循环利用是什么意思
犹豫中/考虑下,先考虑下
咨询提前还款,一号不是知识提前还清吗
咨询操作,嗯怎么好吧操作
什么平台,你你是哪边的
骗子/骗人,不信任你们
没通过怎么办,申请不通过会上征信吗
运营商提示音,你说的我都记下来了稍后我会告诉他的你也可以一会再打电话过来。祝您虎虎生威万事如
期数,如果办理分期最少办几个月的
重复,听不；清楚
加下微信/发信息/发个短信/发资料,发个短信信息到我手机机
肯定,我知道了哈
肯定,喂是的
肯定,我就是啊
没通过怎么办,为什么一直提交不通过
不舒服,在医院包扎呢
加下微信/发信息/发个短信/发资料,给我发短信
否定/拒绝,不想学
肯定,啊对对
肯定,喂是对对对好勒
否定/拒绝,谢谢不需要
恢复词,讲点
肯定,哦好要得谢谢
加下微信/发信息/发个短信/发资料,发我手机机邮件箱吧
肯定,知情啊
肯定,对。喂
重复,什么事啊
肯定,嗯对我是
在忙/在开会/在开车,现在在忙没时间
否定/拒绝,没有啊谢谢我不用
肯定,啊知道知道好。
肯定,是的你什么事你说啥？
调戏AI,年纪多大
肯定,知道
咨询利息/费用,：怎么算费用
打过了/不要打电话,别再打给我了
咨询利息/费用,费用怎么收函
否定/拒绝,不会考虑
否定/拒绝,嗯现在不需要
什么平台,你们这是哪个电销渠道啊
质疑机器人,电脑设备
肯定,恩对我是
无法登陆APP,APP登不上怎么回事
咨询利息/费用,多少利率
怎么提额,还要多久才给我提额
肯定,哎好嘞
加下微信/发信息/发个短信/发资料,发给我个网址址
加下微信/发信息/发个短信/发资料,我不在发我信息息
恢复词,说得清楚一点
肯定,我说老爷
咨询额度-通用,申请最低能借多少？
恢复词,最近有打算
额度太少,嗯不用不。用谢谢谢谢两千？元太小了
否定/拒绝,不需要谢谢
调戏AI,吃个饭
咨询提前还款,借款分了六个月可以提前还款吗
犹豫中/考虑下,让我再看看
咨询提前还款,借款分期可提前还吗
肯定,嗯十五的呀号码呀使用了两年了
没通过怎么办,为什么借款反馈了又不通过
没印象,没啥印象
工号,可以说下你的工号么
咨询额度-通用,能贷多少钱？
肯定,啊是呢
号码是哪来的,知道道我的号码
肯定,是这样的
运营商提示音,具体回访信息还需要问机主这边那你这边有其他事需要我帮您转达吗
否定/拒绝,啊不要了
不舒服,我出车祸在医院
骗子/骗人,骗子
没通过怎么办,为什；么我每次申。请都不通过
质疑机器人,电脑程序
运营商提示音,有些可以和我说我都会替你转达的
否定/拒绝,没有了谢谢
咨询利息/费用,：几个点的利；息
额度太少,你那个额度太有限低三千块钱不够
肯定,是的是的是的是的是的是的听不懂吗？
额度太少,需要但是你们额度比较小了
肯定,哦对
打错了,哦你打错了
咨询利息/费用,哎你好我想问一下这个你们这个产品利息是什么呢。
重复,你要再说一遍
肯定,我是你快点说我现在忙着呢
咨询操作,在哪问贷款的钱
在忙/在开会/在开车,没时间等一下再说吧
恢复词,你继续
否定/拒绝,不学
在忙/在开会/在开车,我还在上班下班下班了说
肯定,额我知道了
否定/拒绝,差评以后不会再买了
打错了,嗯不是得打错了打错了
投诉,我要投诉我要投诉
肯定,是的哎请讲。
骗子/骗人,你们是不是骗子啊
上征信,好像要上征信吧
额度太少,4万不够
咨询额度-通用,你好你哪个额度啊
重复,没听听到懂
咨询利息/费用,：利息是几厘
利息高,那个贷款利息太高了
咨询操作,申怎么
额度太少,喂你们这里的额度太低了
调戏AI,0后
肯定,哎哎对
肯定,有下载的
投诉,你个瓜幺儿
有信用问题/逾期记录能借款吗,我的信用不是很好能借款款吗
肯定,是我本人使用啊已经使用那个两年多了
肯定,哦知道行
投诉,胎神
咨询利息/费用,贷款利息用吗
肯定,是本人用的呀已经用了一年了
没通过怎么办,无不不信息芝麻信用623居然良好通过？
肯定,行行好知道了
肯定,哎对 对
否定/拒绝,不还你能咋的
号码是哪来的,怎么有我手机
加下微信/发信息/发个短信/发资料,官网址
咨询提前还款,提前还款还得等吗
号码是哪来的,怎么有的电话话号码
提额券,怎么提升额度
嗯啊哦额/模糊回答,喔
否定/拒绝,什么玩意不清楚
肯定,嗯嗯我就是
否定/拒绝,不要去想
咨询额度-通用,你把它关掉了一千块钱都不过来吃顿饭
骗子/骗人,维修期
否定/拒绝,不要不要
人工服务,我给转人工
额度太少,听到了你们这个额度太低啦了
申请条件,你们这个提交条件说一下吧
重复,什么事情
加下微信/发信息/发个短信/发资料,发个地址
打错了,我不装修不装修你打错了
否定/拒绝,不需要啊
否定/拒绝,好知道不用了
不舒服,住院了
之前被拒了,贷款被拒了
额度太少,额度低吧了
否定/拒绝,没有了不懂的再问你
骗子/骗人,这是诈骗电话
没通过怎么办,怎么放款不通过了
没通过怎么办,不是不通过你们系统说我抢慢。了
咨询利息/费用,我说可不可以来说减免一些利息
在忙/在开会/在开车,我现在没有时间啊
否定/拒绝,帮我不用谢谢
肯定,嗯嗯我是
否定/拒绝,好了没有了嗯
肯定,好的好的知道了啊好嗯嗯
肯定,对你好
额度太少,额度太低了你要都有个几万块钱了话怎么还是用的
号码是哪来的,我的电话话你哪来
额度太少,手机？额度太低！了
咨询利息/费用,费用有点多了
号码是哪来的,你怎么有我的电话话
肯定,哦行知道了谢谢
投诉,我想投诉我想找客服
咨询利息/费用,吗高费用
恢复词,那就这样
打过了/不要打电话,怎么天天打给我
嗯啊哦额/模糊回答,啊嗯
加下微信/发信息/发个短信/发资料,直接发短信信息给我吧
在忙/在开会/在开车,行行我知道我现在正忙等一下吧
征信不好,征信不行
什么平台,你找哪位你谁呀
在忙/在开会/在开车,那外面现在没时间
在忙/在开会/在开车,现在不方便说话
加下微信/发信息/发个短信/发资料,发下资料料
咨询额度-通用,XX贷款金额最高多少
肯定,谢谢好的
没通过怎么办,一整天都审批不通过
号码是哪来的,哪来
肯定,嗯好的好的谢谢啊
嗯啊哦额/模糊回答,喂区
号码是哪来的,我的资料你哪里来
咨询利息/费用,你跟我说利息怎么怎么算的呀
提额券,如何提额啊
没通过怎么办,为什么按流？程！申请：了；10次了。都不通过呢
质疑机器人,你不是真人吧
骗子/骗人,是不是诈骗集团啊
额度太少,你额度太低了吧只有几千块钱
咨询利息/费用,咋利息计算
否定/拒绝,我觉得不好
额度太少,你那个两千五的额度太夸张低了
咨询利息/费用,利；息多少个点
骗子/骗人,是不是骗人你是骗钱的吗
打错了,不是的你打错了
在忙/在开会/在开车,我现在没时间在说
咨询利息/费用,介绍利？息
打错了,不是
没通过怎么办,借贷不了
肯定,好的谢谢
咨询利息/费用,1万一个7090、利息多少
什么平台,哪门的
咨询额度-通用,那我这个有没有额度啊
肯定,您好我就是
骗子/骗人,你是骗钱的
额度太少,太低了
否定/拒绝,我不想借钱
电话号码,怎么样联系到你
什么平台,大都会是啥呀
咨询提前还款,我要还全款怎么办
肯定,呃对怎么
恢复词,啥事情
已经申请到了,申请到了谢谢
加下微信/发信息/发个短信/发资料,给我手机机发短信
肯定,好吧我知道了行我自己去弄
在忙/在开会/在开车,在忙
骗子/骗人,有点不可信
否定/拒绝,不是不是应该都没联系啊
咨询提前还款,借款三个月可以提前还款吗
肯定,好滴谢谢
否定/拒绝,不需要了解
咨询操作,怎么弄的
调戏AI,十多
咨询利息/费用,费用怎；么收
肯定,那是我一直在用用了很久了
骗子/骗人,忽悠我的吧
肯定,好了
恢复词,接着说
犹豫中/考虑下,呃好的那我想一下吧好吧
操作繁琐,app怎么操作这么复杂
否定/拒绝,哦暂时用不到
号码是哪来的,你怎么知道道
否定/拒绝,哦不需要了谢谢
重复,什么事？啊？
号码是哪来的,你们哪来的号码
打过了/不要打电话,不要再打我电话
肯定,嗯。对
期数,我能选择分期两年还款吗
号码是哪来的,怎么会有我的电话话
咨询利息/费用,费用是！多少
打过了/不要打电话,麻烦你们不要打了
肯定,好的我听到了好的
否定/拒绝,不知道
骗子/骗人,安全吗
额度太少,4万块款就算了吧
号码是哪来的,号码码怎么知道道
嗯啊哦额/模糊回答,喂你喂
运营商提示音,稍后我会告诉他的您也可以一会再打电话过来。祝您虎虎生威万事如意
肯定,哦这个我知道的了。
否定/拒绝,哦现在没有了谢谢
咨询APP名字,是啥名字的APP
咨询提前还款,这款可以提前还吗
肯定,嗯对你说
打错了,你打错了吧我不是
肯定,好的等待再试.
肯定,哦。是的
号码是哪来的,是怎么有我号码码
号码是哪来的,你如何得到我的信息息
骗子/骗人,你们有保障吗
咨询利息/费用,逾期费呢
打过了/不要打电话,不要一天到晚给我打电话有事儿找他去又不是我借的
否定/拒绝,不好意思现在不要
重复,在说是一遍
咨询利息/费用,你们他们利息是多少
否定/拒绝,现在没有钱。
咨询提前还款,借来的钱能提前还款吗
投诉,你个头
肯定,嗯可以可以可以可以我知道这个我知道。
肯定,我就是快点说
否定/拒绝,弄错
号码是哪来的,从哪知道
在忙/在开会/在开车,嗯现在没时间
额度太少,额度太低了不用
肯定,哎是怎么了
肯定,我知道了知道了
恢复词,啊什么事情
电话号码,给下你们的电话
肯定,是的怎么了吗
肯定,嗯我知道了
肯定,嗯是的
否定/拒绝,嗯不需要了现在谢谢
咨询利息/费用,哦罚息多少
肯定,对呀
咨询利息/费用,介绍手续费利息
运营商提示音,我是他的电话助理帮他接电话并把电话内容转成文字发给他还可以帮他对付骚扰电话。
咨询利息/费用,年利率贷款利率
肯定,我是吧
肯定,哦好的好的
咨询利息/费用,：嗯利率是多少？
人工服务,转人工吗
咨询利息/费用,嗯就是问能不能减免！一些利息啊
电话号码,给我个联系电
征信不好,征信有点差
运营商提示音,智能助理你有什么事可以留言
什么平台,啊是的你哪位
重复,你说什么事
没通过怎么办,我芝麻分在900为什么还是不通过
运营商提示音,留言请按1结束请挂机
肯定,知道了明天到期嘛啊。
咨询利息/费用,利息是几厘
重复,：什么事儿
加下微信/发信息/发个短信/发资料,发信息息给我
肯定,啊明白
肯定,是的确定
咨询利息/费用,贷款用息费吗
恢复词,哎你说
没通过怎么办,没有通过怎么办
调戏AI,你还小吧
骗子/骗人,你们可信吗
肯定,好知道了好的
咨询操作,嗯嗯是这样咋整啊不会关啊
有印象,有点印象
无法登陆APP,我的手机怎么登不上呢
否定/拒绝,特别不好
不舒服,正在排队做检查
否定/拒绝,赶紧走
肯定,嗯好好好好的。
肯定,嗯好好好好
咨询利息/费用,逾期费如何算利息
否定/拒绝,哦我暂时不需要了谢谢啊
肯定,知道啊不是没到吗？
号码是哪来的,怎么弄到的手机号码
加下微信/发信息/发个短信/发资料,发到我手机机上
质疑机器人,我觉得你不是人
肯定,好哒好哒
咨询利息/费用,哎。你好！我想问一下这个你们这个产品利息是呃多少呢。
肯定,好啦
咨询利息/费用,到底利息有多少
肯定,好吧谢谢噢
没通过怎么办,审核不通过是：什么原因？
咨询操作,嗯行我还款怎？么办理
否定/拒绝,太少了不想要
利息高,哦这样啊你们那利息高不高呀？
号码是哪来的,咋知道道号码
不舒服,不舒服
